id,label,color,size,value,x,y,title,cluster,eci,niche_strength,emp,emp_ln,wage
"Concord, NH Micro Area, Merrimack County, New Hampshire, 18180","Concord, NH Micro Area, Merrimack County, New Hampshire, 18180",#dbdb8d,10.610462585190042,0.9942365740454951,1766,-59,"Concord, NH Micro Area, Merrimack County, New Hampshire, 18180  (cluster 8, strength 0.99)",8,0.597,23.4153,53881,10.8945,59.63
"Dallas-Fort Worth-Arlington, TX Metro Area, Collin County, Texas, 19100","Dallas-Fort Worth-Arlington, TX Metro Area, Collin County, Texas, 19100",#f7b6d2,35.33987903971177,7.636989240267553,-240,221,"Dallas-Fort Worth-Arlington, TX Metro Area, Collin County, Texas, 19100  (cluster 6, strength 7.64)",6,3.6083,54.8787,3577011,15.09,72.3
"Dalton, GA Metro Area, Murray County, Georgia, 19140","Dalton, GA Metro Area, Murray County, Georgia, 19140",#d62728,9.545264950043691,0.7081059067920008,-1384,597,"Dalton, GA Metro Area, Murray County, Georgia, 19140  (cluster 3, strength 0.71)",3,0.8134,17.7329,53457,10.8866,50.7
"Davenport-Moline-Rock Island, IA-IL Metro Area, Henry County, Illinois, 19340","Davenport-Moline-Rock Island, IA-IL Metro Area, Henry County, Illinois, 19340",#2ca02c,8.2354829278073,0.3562756063730182,-1476,-383,"Davenport-Moline-Rock Island, IA-IL Metro Area, Henry County, Illinois, 19340  (cluster 2, strength 0.36)",2,0.8405,23.6831,152564,11.9353,57.65
"Dayton-Kettering-Beavercreek, OH Metro Area, Greene County, Ohio, 19430","Dayton-Kettering-Beavercreek, OH Metro Area, Greene County, Ohio, 19430",#2ca02c,19.453808361252108,3.369713522330646,-756,-409,"Dayton-Kettering-Beavercreek, OH Metro Area, Greene County, Ohio, 19430  (cluster 2, strength 3.37)",2,1.9212,32.4238,315310,12.6613,57.18
"Denver-Aurora-Centennial, CO Metro Area, Adams County, Colorado, 19740","Denver-Aurora-Centennial, CO Metro Area, Adams County, Colorado, 19740",#c7c7c7,11.0877197080238,1.1224361630251911,42,538,"Denver-Aurora-Centennial, CO Metro Area, Adams County, Colorado, 19740  (cluster 7, strength 1.12)",7,2.3481,41.8669,1406517,14.1566,76.47
"Des Moines-West Des Moines, IA Metro Area, Dallas County, Iowa, 19780","Des Moines-West Des Moines, IA Metro Area, Dallas County, Iowa, 19780",#ff7f0e,9.357905393247378,0.6577778613348939,1761,-1381,"Des Moines-West Des Moines, IA Metro Area, Dallas County, Iowa, 19780  (cluster 1, strength 0.66)",1,1.5067,27.4386,355339,12.7808,65.54
"Detroit-Warren-Dearborn, MI Metro Area, Lapeer County, Michigan, 19820","Detroit-Warren-Dearborn, MI Metro Area, Lapeer County, Michigan, 19820",#f7b6d2,14.546831627854248,2.05161396916031,-636,396,"Detroit-Warren-Dearborn, MI Metro Area, Lapeer County, Michigan, 19820  (cluster 6, strength 2.05)",6,3.5707,50.05,1839877,14.4252,68.1
"Durham-Chapel Hill, NC Metro Area, Chatham County, North Carolina, 20500","Durham-Chapel Hill, NC Metro Area, Chatham County, North Carolina, 20500",#dbdb8d,8.177176489318192,0.3406134798346211,1896,-787,"Durham-Chapel Hill, NC Metro Area, Chatham County, North Carolina, 20500  (cluster 8, strength 0.34)",8,2.4945,23.3294,292614,12.5866,83.79
"Eau Claire, WI Metro Area, Chippewa County, Wisconsin, 20740","Eau Claire, WI Metro Area, Chippewa County, Wisconsin, 20740",#ff7f0e,9.36038957437694,0.6584451557230209,1196,-2134,"Eau Claire, WI Metro Area, Chippewa County, Wisconsin, 20740  (cluster 1, strength 0.66)",1,0.537,21.5401,66625,11.1068,53.88
"Elkhart-Goshen, IN Metro Area, Elkhart County, Indiana, 21140","Elkhart-Goshen, IN Metro Area, Elkhart County, Indiana, 21140",#2ca02c,9.905117326217129,0.8047685326840623,-1207,-23,"Elkhart-Goshen, IN Metro Area, Elkhart County, Indiana, 21140  (cluster 2, strength 0.80)",2,2.377,30.0856,124000,11.728,57.2
"Erie, PA Metro Area, Erie County, Pennsylvania, 21500","Erie, PA Metro Area, Erie County, Pennsylvania, 21500",#2ca02c,8.202246271208896,0.3473476605947023,-958,-1103,"Erie, PA Metro Area, Erie County, Pennsylvania, 21500  (cluster 2, strength 0.35)",2,0.9319,22.6327,104001,11.5522,50.53
"Fargo, ND-MN Metro Area, Clay County, Minnesota, 22020","Fargo, ND-MN Metro Area, Clay County, Minnesota, 22020",#ff7f0e,10.934596940123722,1.0813047163289808,1078,-935,"Fargo, ND-MN Metro Area, Clay County, Minnesota, 22020  (cluster 1, strength 1.08)",1,0.6892,22.4291,121185,11.7051,60.09
"Fayetteville-Springdale-Rogers, AR Metro Area, Benton County, Arkansas, 22220","Fayetteville-Springdale-Rogers, AR Metro Area, Benton County, Arkansas, 22220",#c7c7c7,8.08485603470814,0.3158145951890587,716,743,"Fayetteville-Springdale-Rogers, AR Metro Area, Benton County, Arkansas, 22220  (cluster 7, strength 0.32)",7,1.2744,22.7446,230701,12.3489,67.72
"Fort Collins-Loveland, CO Metro Area, Larimer County, Colorado, 22660","Fort Collins-Loveland, CO Metro Area, Larimer County, Colorado, 22660",#dbdb8d,13.58815521949406,1.794096761692424,1061,317,"Fort Collins-Loveland, CO Metro Area, Larimer County, Colorado, 22660  (cluster 8, strength 1.79)",8,0.8874,25.7411,132214,11.7922,62.2
"Fort Wayne, IN Metro Area, Allen County, Indiana, 23060","Fort Wayne, IN Metro Area, Allen County, Indiana, 23060",#2ca02c,23.34891155316403,4.416006190047515,-1073,-377,"Fort Wayne, IN Metro Area, Allen County, Indiana, 23060  (cluster 2, strength 4.42)",2,1.5408,31.1893,193589,12.1735,53.47
"Gainesville, GA Metro Area, Hall County, Georgia, 23580","Gainesville, GA Metro Area, Hall County, Georgia, 23580",#1f77b4,8.17888524918842,0.3410724825452091,-1316,2138,"Gainesville, GA Metro Area, Hall County, Georgia, 23580  (cluster 0, strength 0.34)",0,0.5869,19.4814,67641,11.122,59.75
"Grand Junction, CO Metro Area, Mesa County, Colorado, 24300","Grand Junction, CO Metro Area, Mesa County, Colorado, 24300",#dbdb8d,9.742644521721546,0.7611255030462054,1092,-367,"Grand Junction, CO Metro Area, Mesa County, Colorado, 24300  (cluster 8, strength 0.76)",8,0.1861,19.0348,51909,10.8572,54.74
"Grand Rapids-Wyoming-Kentwood, MI Metro Area, Barry County, Michigan, 24340","Grand Rapids-Wyoming-Kentwood, MI Metro Area, Barry County, Michigan, 24340",#f7b6d2,36.60085624703005,7.975709715995851,-808,91,"Grand Rapids-Wyoming-Kentwood, MI Metro Area, Barry County, Michigan, 24340  (cluster 6, strength 7.98)",6,2.5109,44.0369,518752,13.1592,57.24
"Greeley, CO Metro Area, Weld County, Colorado, 24540","Greeley, CO Metro Area, Weld County, Colorado, 24540",#c49c94,9.6475088419539,0.7355703998114975,508,-946,"Greeley, CO Metro Area, Weld County, Colorado, 24540  (cluster 5, strength 0.74)",5,0.6492,22.812,94725,11.4587,65.07
"Green Bay, WI Metro Area, Brown County, Wisconsin, 24580","Green Bay, WI Metro Area, Brown County, Wisconsin, 24580",#1f77b4,11.177879596730769,1.14665468197795,-1069,1402,"Green Bay, WI Metro Area, Brown County, Wisconsin, 24580  (cluster 0, strength 1.15)",0,1.3044,27.0777,144355,11.88,58.02
"Greensboro-High Point, NC Metro Area, Guilford County, North Carolina, 24660","Greensboro-High Point, NC Metro Area, Guilford County, North Carolina, 24660",#d62728,19.221677863182443,3.307359221015065,-1028,480,"Greensboro-High Point, NC Metro Area, Guilford County, North Carolina, 24660  (cluster 3, strength 3.31)",3,1.9331,35.829,311260,12.6484,54.34
"Greenville-Anderson-Greer, SC Metro Area, Anderson County, South Carolina, 24860","Greenville-Anderson-Greer, SC Metro Area, Anderson County, South Carolina, 24860",#d62728,18.20456500372012,3.0341449633528423,-1156,81,"Greenville-Anderson-Greer, SC Metro Area, Anderson County, South Carolina, 24860  (cluster 3, strength 3.03)",3,1.8626,35.9094,363349,12.8031,52.86
"Harrisburg-Carlisle, PA Metro Area, Cumberland County, Pennsylvania, 25420","Harrisburg-Carlisle, PA Metro Area, Cumberland County, Pennsylvania, 25420",#9467bd,8.165152316695032,0.3373835773054409,-1321,952,"Harrisburg-Carlisle, PA Metro Area, Cumberland County, Pennsylvania, 25420  (cluster 4, strength 0.34)",6,1.2309,24.8161,283572,12.5552,60.71
"Hartford-West Hartford-East Hartford, CT Metro Area, Capitol Planning Region, Connecticut, 25540","Hartford-West Hartford-East Hartford, CT Metro Area, Capitol Planning Region, Connecticut, 25540",#2ca02c,13.64261141760656,1.8087246464979296,-880,-98,"Hartford-West Hartford-East Hartford, CT Metro Area, Capitol Planning Region, Connecticut, 25540  (cluster 2, strength 1.81)",2,2.5784,35.3576,529690,13.18,71.29
"Hickory-Lenoir-Morganton, NC Metro Area, Alexander County, North Carolina, 25860","Hickory-Lenoir-Morganton, NC Metro Area, Alexander County, North Carolina, 25860",#d62728,17.26716424403812,2.7823427662752174,-1114,302,"Hickory-Lenoir-Morganton, NC Metro Area, Alexander County, North Carolina, 25860  (cluster 3, strength 2.78)",3,1.5024,28.4556,127344,11.7546,48.67
"Hilo-Kailua, HI Micro Area, Hawaii County, Hawaii, 25900","Hilo-Kailua, HI Micro Area, Hawaii County, Hawaii, 25900",#dbdb8d,12.295824842814618,1.4469542777153128,953,-158,"Hilo-Kailua, HI Micro Area, Hawaii County, Hawaii, 25900  (cluster 8, strength 1.45)",8,0.6045,22.3669,51564,10.8506,50.95
"Houma-Bayou Cane-Thibodaux, LA Metro Area, Lafourche Parish, Louisiana, 26380","Houma-Bayou Cane-Thibodaux, LA Metro Area, Lafourche Parish, Louisiana, 26380",#c49c94,10.23161888726314,0.8924725478254096,434,-654,"Houma-Bayou Cane-Thibodaux, LA Metro Area, Lafourche Parish, Louisiana, 26380  (cluster 5, strength 0.89)",5,0.7552,21.0033,66733,11.1085,63.34
"Houston-Pasadena-The Woodlands, TX Metro Area, Austin County, Texas, 26420","Houston-Pasadena-The Woodlands, TX Metro Area, Austin County, Texas, 26420",#c49c94,17.002766581658385,2.7113209417228337,-98,-110,"Houston-Pasadena-The Woodlands, TX Metro Area, Austin County, Texas, 26420  (cluster 5, strength 2.71)",5,3.769,52.0207,2859297,14.8661,75.22
"Huntsville, AL Metro Area, Limestone County, Alabama, 26620","Huntsville, AL Metro Area, Limestone County, Alabama, 26620",#c7c7c7,8.000355443466146,0.2931162622622636,556,765,"Huntsville, AL Metro Area, Limestone County, Alabama, 26620  (cluster 7, strength 0.29)",7,1.2239,21.3315,202680,12.2194,65.5
"Idaho Falls, ID Metro Area, Bonneville County, Idaho, 26820","Idaho Falls, ID Metro Area, Bonneville County, Idaho, 26820",#dbdb8d,8.26115910371337,0.3631726751442158,2153,881,"Idaho Falls, ID Metro Area, Bonneville County, Idaho, 26820  (cluster 8, strength 0.36)",8,0.5091,17.8574,62985,11.0507,59.82
"Indianapolis-Carmel-Greenwood, IN Metro Area, Boone County, Indiana, 26900","Indianapolis-Carmel-Greenwood, IN Metro Area, Boone County, Indiana, 26900",#f7b6d2,15.35051955385934,2.2674985664818377,-1030,3,"Indianapolis-Carmel-Greenwood, IN Metro Area, Boone County, Indiana, 26900  (cluster 6, strength 2.27)",6,2.3777,37.5478,967619,13.7826,63.96
"Janesville-Beloit, WI Metro Area, Rock County, Wisconsin, 27500","Janesville-Beloit, WI Metro Area, Rock County, Wisconsin, 27500",#ff7f0e,8.088032600786343,0.3166678762530993,1230,-2515,"Janesville-Beloit, WI Metro Area, Rock County, Wisconsin, 27500  (cluster 1, strength 0.32)",1,0.149,15.0884,51969,10.8584,57.13
"Kahului-Wailuku, HI Metro Area, Kalawao County, Hawaii, 27980","Kahului-Wailuku, HI Metro Area, Kalawao County, Hawaii, 27980",#dbdb8d,14.943098402954664,2.158058137856098,1021,193,"Kahului-Wailuku, HI Metro Area, Kalawao County, Hawaii, 27980  (cluster 8, strength 2.16)",8,0.7948,22.9291,59205,10.9888,52.59
"Kalamazoo-Portage, MI Metro Area, Kalamazoo County, Michigan, 28020","Kalamazoo-Portage, MI Metro Area, Kalamazoo County, Michigan, 28020",#2ca02c,8.128719705611006,0.3275971423986198,-1447,-519,"Kalamazoo-Portage, MI Metro Area, Kalamazoo County, Michigan, 28020  (cluster 2, strength 0.33)",2,1.0082,22.5582,103607,11.5484,59.1
"Kansas City, MO-KS Metro Area, Johnson County, Kansas, 28140","Kansas City, MO-KS Metro Area, Johnson County, Kansas, 28140",#f7b6d2,23.519441062532827,4.461813391164142,-494,16,"Kansas City, MO-KS Metro Area, Johnson County, Kansas, 28140  (cluster 6, strength 4.46)",6,2.7828,43.1542,993590,13.8091,64.76
"Kennewick-Richland, WA Metro Area, Benton County, Washington, 28420","Kennewick-Richland, WA Metro Area, Benton County, Washington, 28420",#dbdb8d,11.241807526903392,1.163826839249886,1828,669,"Kennewick-Richland, WA Metro Area, Benton County, Washington, 28420  (cluster 8, strength 1.16)",8,0.3282,20.5459,91470,11.4238,61.38
"La Crosse-Onalaska, WI-MN Metro Area, Houston County, Minnesota, 29100","La Crosse-Onalaska, WI-MN Metro Area, Houston County, Minnesota, 29100",#ff7f0e,9.477214831416978,0.6898264577894069,1143,-1747,"La Crosse-Onalaska, WI-MN Metro Area, Houston County, Minnesota, 29100  (cluster 1, strength 0.69)",1,0.4968,20.0588,70382,11.1617,54.37
"Lake Charles, LA Metro Area, Calcasieu Parish, Louisiana, 29340","Lake Charles, LA Metro Area, Calcasieu Parish, Louisiana, 29340",#c49c94,14.901380974656917,2.146852108851636,448,-559,"Lake Charles, LA Metro Area, Calcasieu Parish, Louisiana, 29340  (cluster 5, strength 2.15)",5,0.5693,21.8044,79080,11.2782,56.5
"Lancaster, PA Metro Area, Lancaster County, Pennsylvania, 29540","Lancaster, PA Metro Area, Lancaster County, Pennsylvania, 29540",#1f77b4,9.47425531267672,0.689031479426746,-676,658,"Lancaster, PA Metro Area, Lancaster County, Pennsylvania, 29540  (cluster 0, strength 0.69)",0,1.5934,36.2045,235229,12.3683,54.76
"Lebanon-Claremont, NH-VT Micro Area, Grafton County, New Hampshire, 30150","Lebanon-Claremont, NH-VT Micro Area, Grafton County, New Hampshire, 30150",#dbdb8d,8.133524919340374,0.3288879066336445,1031,713,"Lebanon-Claremont, NH-VT Micro Area, Grafton County, New Hampshire, 30150  (cluster 8, strength 0.33)",8,0.8937,23.8524,83019,11.3268,60.63
"Logan, UT-ID Metro Area, Franklin County, Idaho, 30860","Logan, UT-ID Metro Area, Franklin County, Idaho, 30860",#dbdb8d,8.205957466913066,0.3483445525029316,1636,-246,"Logan, UT-ID Metro Area, Franklin County, Idaho, 30860  (cluster 8, strength 0.35)",8,0.4604,18.8088,50852,10.8367,50.18
"Los Angeles-Long Beach-Anaheim, CA Metro Area, Los Angeles County, California, 31080","Los Angeles-Long Beach-Anaheim, CA Metro Area, Los Angeles County, California, 31080",#c7c7c7,30.832848180024293,6.426322125861796,-270,475,"Los Angeles-Long Beach-Anaheim, CA Metro Area, Los Angeles County, California, 31080  (cluster 7, strength 6.43)",7,4.1645,66.1766,5566652,15.5323,75.12
"Louisville/Jefferson County, KY-IN Metro Area, Clark County, Indiana, 31140","Louisville/Jefferson County, KY-IN Metro Area, Clark County, Indiana, 31140",#f7b6d2,21.02335387506505,3.7913208281808175,-773,-182,"Louisville/Jefferson County, KY-IN Metro Area, Clark County, Indiana, 31140  (cluster 6, strength 3.79)",6,2.5023,40.1211,619819,13.3372,59.14
"Madison, WI Metro Area, Columbia County, Wisconsin, 31540","Madison, WI Metro Area, Columbia County, Wisconsin, 31540",#f7b6d2,8.176891503608333,0.3405369277013558,-758,538,"Madison, WI Metro Area, Columbia County, Wisconsin, 31540  (cluster 6, strength 0.34)",6,1.9821,32.0996,343873,12.748,68.37
"Manchester-Nashua, NH Metro Area, Hillsborough County, New Hampshire, 31700","Manchester-Nashua, NH Metro Area, Hillsborough County, New Hampshire, 31700",#9edae5,10.930040265440429,1.080080714017514,-223,-403,"Manchester-Nashua, NH Metro Area, Hillsborough County, New Hampshire, 31700  (cluster 9, strength 1.08)",9,1.5572,29.6208,176867,12.0832,71.87
"Medford, OR Metro Area, Jackson County, Oregon, 32780","Medford, OR Metro Area, Jackson County, Oregon, 32780",#dbdb8d,9.776960897281004,0.770343480173239,1240,51,"Medford, OR Metro Area, Jackson County, Oregon, 32780  (cluster 8, strength 0.77)",8,0.4392,22.5324,73251,11.2016,54.38
"Memphis, TN-MS-AR Metro Area, Crittenden County, Arkansas, 32820","Memphis, TN-MS-AR Metro Area, Crittenden County, Arkansas, 32820",#c49c94,10.952843287799173,1.0862060036235195,-174,-284,"Memphis, TN-MS-AR Metro Area, Crittenden County, Arkansas, 32820  (cluster 5, strength 1.09)",5,2.2133,33.1666,543439,13.2057,60.33
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area, Broward County, Florida, 33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area, Broward County, Florida, 33100",#c7c7c7,17.779075381204485,2.919851028046548,127,310,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area, Broward County, Florida, 33100  (cluster 7, strength 2.92)",7,2.8353,51.1744,2424379,14.7011,65.33
"Midland, TX Metro Area, Martin County, Texas, 33260","Midland, TX Metro Area, Martin County, Texas, 33260",#c49c94,11.425976004697262,1.213297705218322,137,-1017,"Midland, TX Metro Area, Martin County, Texas, 33260  (cluster 5, strength 1.21)",5,0.648,17.8525,98316,11.4959,89.4
"Milwaukee-Waukesha, WI Metro Area, Milwaukee County, Wisconsin, 33340","Milwaukee-Waukesha, WI Metro Area, Milwaukee County, Wisconsin, 33340",#f7b6d2,26.419331674228136,5.240774598276213,-468,-175,"Milwaukee-Waukesha, WI Metro Area, Milwaukee County, Wisconsin, 33340  (cluster 6, strength 5.24)",6,3.3983,47.5843,763309,13.5454,67.29
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area, Anoka County, Minnesota, 33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area, Anoka County, Minnesota, 33460",#f7b6d2,35.74642654690072,7.74619499295047,-486,221,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area, Anoka County, Minnesota, 33460  (cluster 6, strength 7.75)",6,3.4078,50.5767,1869491,14.4412,72.67
"Missoula, MT Metro Area, Mineral County, Montana, 33540","Missoula, MT Metro Area, Mineral County, Montana, 33540",#dbdb8d,16.69105693184295,2.627590291984028,886,-35,"Missoula, MT Metro Area, Mineral County, Montana, 33540  (cluster 8, strength 2.63)",8,0.4791,23.3615,50879,10.8372,50.64
"Modesto, CA Metro Area, Stanislaus County, California, 33700","Modesto, CA Metro Area, Stanislaus County, California, 33700",#dbdb8d,9.736898806312803,0.7595821036529784,1481,814,"Modesto, CA Metro Area, Stanislaus County, California, 33700  (cluster 8, strength 0.76)",8,0.8249,26.5158,142480,11.867,57.72
"Napa, CA Metro Area, Napa County, California, 34900","Napa, CA Metro Area, Napa County, California, 34900",#dbdb8d,9.62454636640083,0.7294022782958232,1676,257,"Napa, CA Metro Area, Napa County, California, 34900  (cluster 8, strength 0.73)",8,0.6765,21.0665,56602,10.9438,65.15
"Naples-Marco Island, FL Metro Area, Collier County, Florida, 34940","Naples-Marco Island, FL Metro Area, Collier County, Florida, 34940",#dbdb8d,16.796160098317575,2.6558228360317875,1165,458,"Naples-Marco Island, FL Metro Area, Collier County, Florida, 34940  (cluster 8, strength 2.66)",8,0.8177,25.7424,149199,11.913,58.48
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area, Cannon County, Tennessee, 34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area, Cannon County, Tennessee, 34980",#f7b6d2,9.586617769600188,0.7192139955279357,-367,553,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area, Cannon County, Tennessee, 34980  (cluster 6, strength 0.72)",6,2.6475,42.304,992254,13.8077,66.95
"New Haven, CT Metro Area, South Central Connecticut Planning Region, Connecticut, 35300","New Haven, CT Metro Area, South Central Connecticut Planning Region, Connecticut, 35300",#9edae5,9.704757608893942,0.7509484173206558,-418,-1054,"New Haven, CT Metro Area, South Central Connecticut Planning Region, Connecticut, 35300  (cluster 9, strength 0.75)",9,1.7934,28.9914,249241,12.4262,63.76
"New Orleans-Metairie, LA Metro Area, Jefferson Parish, Louisiana, 35380","New Orleans-Metairie, LA Metro Area, Jefferson Parish, Louisiana, 35380",#c49c94,16.298771703318224,2.522215636156851,288,-260,"New Orleans-Metairie, LA Metro Area, Jefferson Parish, Louisiana, 35380  (cluster 5, strength 2.52)",5,1.8278,36.4218,400740,12.9011,61.05
"New York-Newark-Jersey City, NY-NJ Metro Area, Bergen County, New Jersey, 35620","New York-Newark-Jersey City, NY-NJ Metro Area, Bergen County, New Jersey, 35620",#c7c7c7,15.237328280414586,2.237093415804264,-6,664,"New York-Newark-Jersey City, NY-NJ Metro Area, Bergen County, New Jersey, 35620  (cluster 7, strength 2.24)",7,3.8152,54.2351,8554409,15.962,89.8
"Norwich-New London-Willimantic, CT Metro Area, Southeastern Connecticut Planning Region, Connecticut, 35980","Norwich-New London-Willimantic, CT Metro Area, Southeastern Connecticut Planning Region, Connecticut, 35980",#dbdb8d,9.77378892288236,0.7694914325144302,1608,48,"Norwich-New London-Willimantic, CT Metro Area, Southeastern Connecticut Planning Region, Connecticut, 35980  (cluster 8, strength 0.77)",8,0.2977,20.0792,70722,11.1665,55.16
"Odessa, TX Metro Area, Ector County, Texas, 36220","Odessa, TX Metro Area, Ector County, Texas, 36220",#c49c94,8.757396095039793,0.4964705879062807,137,-1405,"Odessa, TX Metro Area, Ector County, Texas, 36220  (cluster 5, strength 0.50)",5,0.5314,17.8664,61561,11.0278,72.56
"Ogden, UT Metro Area, Davis County, Utah, 36260","Ogden, UT Metro Area, Davis County, Utah, 36260",#c7c7c7,17.38133150661038,2.813010084658643,566,358,"Ogden, UT Metro Area, Davis County, Utah, 36260  (cluster 7, strength 2.81)",7,1.2852,30.8753,186099,12.134,49.65
"Orlando-Kissimmee-Sanford, FL Metro Area, Lake County, Florida, 36740","Orlando-Kissimmee-Sanford, FL Metro Area, Lake County, Florida, 36740",#c7c7c7,15.43939039529322,2.291370824849518,410,331,"Orlando-Kissimmee-Sanford, FL Metro Area, Lake County, Florida, 36740  (cluster 7, strength 2.29)",7,2.1612,40.5375,1220157,14.0145,55.47
"Oshkosh-Neenah, WI Metro Area, Winnebago County, Wisconsin, 36780","Oshkosh-Neenah, WI Metro Area, Winnebago County, Wisconsin, 36780",#1f77b4,8.239871317339524,0.3574544043571603,-1403,1595,"Oshkosh-Neenah, WI Metro Area, Winnebago County, Wisconsin, 36780  (cluster 0, strength 0.36)",0,0.9015,19.0148,72228,11.1876,60.17
"Oxnard-Thousand Oaks-Ventura, CA Metro Area, Ventura County, California, 37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area, Ventura County, California, 37100",#dbdb8d,9.567662917394728,0.7141223915567207,1189,762,"Oxnard-Thousand Oaks-Ventura, CA Metro Area, Ventura County, California, 37100  (cluster 8, strength 0.71)",8,1.9125,38.8915,266036,12.4914,66.36
"Peoria, IL Metro Area, Marshall County, Illinois, 37900","Peoria, IL Metro Area, Marshall County, Illinois, 37900",#ff7f0e,8.291852256607823,0.371417391456036,1620,-1533,"Peoria, IL Metro Area, Marshall County, Illinois, 37900  (cluster 1, strength 0.37)",1,1.0069,22.3049,146241,11.893,62.97
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, New Castle County, Delaware, 37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, New Castle County, Delaware, 37980",#f7b6d2,21.191989297008472,3.8366192443724905,-630,294,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, New Castle County, Delaware, 37980  (cluster 6, strength 3.84)",6,3.7075,50.7099,2864094,14.8678,72.1
"Phoenix-Mesa-Chandler, AZ Metro Area, Maricopa County, Arizona, 38060","Phoenix-Mesa-Chandler, AZ Metro Area, Maricopa County, Arizona, 38060",#c7c7c7,19.617016379301337,3.413554043154868,37,191,"Phoenix-Mesa-Chandler, AZ Metro Area, Maricopa County, Arizona, 38060  (cluster 7, strength 3.41)",7,2.5032,47.6812,2066523,14.5414,64.71
"Pittsburgh, PA Metro Area, Allegheny County, Pennsylvania, 38300","Pittsburgh, PA Metro Area, Allegheny County, Pennsylvania, 38300",#f7b6d2,18.62597245994415,3.1473423575795154,-271,140,"Pittsburgh, PA Metro Area, Allegheny County, Pennsylvania, 38300  (cluster 6, strength 3.15)",6,2.9895,46.1164,1115840,13.9251,63.77
"Portland-South Portland, ME Metro Area, Cumberland County, Maine, 38860","Portland-South Portland, ME Metro Area, Cumberland County, Maine, 38860",#dbdb8d,11.114146449262671,1.1295348467384487,1534,358,"Portland-South Portland, ME Metro Area, Cumberland County, Maine, 38860  (cluster 8, strength 1.13)",8,1.1601,30.5028,240197,12.3892,62.77
"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Clackamas County, Oregon, 38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area, Clackamas County, Oregon, 38900",#f7b6d2,15.359858579316295,2.2700071916395808,-59,99,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Clackamas County, Oregon, 38900  (cluster 6, strength 2.27)",6,2.9089,49.5695,1101223,13.9119,72.6
"Providence-Warwick, RI-MA Metro Area, Bristol County, Massachusetts, 39300","Providence-Warwick, RI-MA Metro Area, Bristol County, Massachusetts, 39300",#2ca02c,13.762034066418105,1.8408036533058376,-335,10,"Providence-Warwick, RI-MA Metro Area, Bristol County, Massachusetts, 39300  (cluster 2, strength 1.84)",2,2.3169,44.7653,636876,13.3643,60.86
"Provo-Orem-Lehi, UT Metro Area, Juab County, Utah, 39340","Provo-Orem-Lehi, UT Metro Area, Juab County, Utah, 39340",#c7c7c7,9.84115470863075,0.7875870577676672,379,695,"Provo-Orem-Lehi, UT Metro Area, Juab County, Utah, 39340  (cluster 7, strength 0.79)",7,1.7918,31.3261,265961,12.4911,54.99
