fips,name,cbsa,msa_name,pay,emp,wages,cluster,cluster_size,center,center_pay,pay_vs_center,cat
37057,Davidson,49180,"Winston-Salem, NC",51994,40299,2095300417,16740,33,False,85620,0.607,red
42103,Pike,25770,"Hemlock Farms, PA",38084,9747,371214542,35620,36,False,116866,0.326,red
42133,York,49620,"York-Hanover, PA",58687,163174,9576127344,12580,9,False,79122,0.742,red
48455,Trinity,26660,"Huntsville, TX",39857,1561,62216665,26420,19,False,86124,0.463,red
48473,Waller,26420,"Houston-Pasadena-The Woodlands, TX",59622,20771,1238414889,26420,19,False,86124,0.692,red
51007,Amelia,40060,"Richmond, VA",45801,2051,93930391,47900,52,False,112038,0.409,red
51033,Caroline,40060,"Richmond, VA",45369,4404,199803940,47900,52,False,112038,0.405,red
51036,Charles City,40060,"Richmond, VA",58183,1344,78168785,47900,52,False,112038,0.519,red
51041,Chesterfield,40060,"Richmond, VA",59921,120509,7220966093,47900,52,False,112038,0.535,red
51107,Loudoun,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",80559,158590,12775869321,47900,52,False,112038,0.719,red
51127,New Kent,40060,"Richmond, VA",46687,4571,213400954,47900,52,False,112038,0.417,red
51179,Stafford,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",57335,34079,1953879454,47900,52,False,112038,0.512,red
51187,Warren,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48419,11699,566470905,47900,52,False,112038,0.432,red
53053,Pierce,42660,"Seattle-Tacoma-Bellevue, WA",63539,272091,17288488376,42660,13,False,124238,0.511,red
53061,Snohomish,42660,"Seattle-Tacoma-Bellevue, WA",78399,252568,19801137277,42660,13,False,124238,0.631,red
54027,Hampshire,49020,"Winchester, VA-WV",40235,2906,116913727,47900,52,False,112038,0.359,red
54037,Jefferson,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",52057,11982,623734808,47900,52,False,112038,0.465,red
54065,Morgan,25180,"Hagerstown-Martinsburg, MD-WV",44012,2237,98432400,47900,52,False,112038,0.393,red
37153,Richmond,40460,"Rockingham, NC",43252,11576,500662491,16740,33,False,85620,0.505,red
8065,Lake,14720,"Breckenridge, CO",52272,1952,102035740,19740,18,False,97862,0.534,red
8093,Park,19740,"Denver-Aurora-Centennial, CO",50167,2182,109465313,19740,18,False,97862,0.513,red
9001,Fairfield,14860,"Bridgeport-Stamford-Danbury, CT",110880,373022,41360661380,35620,36,False,116866,0.949,red
9007,Middlesex,25540,"Hartford-West Hartford-East Hartford, CT",67398,60052,4047378051,35620,36,False,116866,0.577,red
9011,New London,35980,"Norwich-New London-Willimantic, CT",70946,92784,6582687226,35620,36,False,116866,0.607,red
12053,Hernando,45300,"Tampa-St. Petersburg-Clearwater, FL",46161,43741,2019143641,45300,7,False,71571,0.645,red
42045,Delaware,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",71451,195802,13990225479,37980,16,False,80203,0.891,red
42071,Lancaster,29540,"Lancaster, PA",57513,231089,13290694421,37980,16,False,80203,0.717,red
42089,Monroe,20700,"East Stroudsburg, PA",49028,46310,2270518879,35620,36,False,116866,0.42,red
42095,Northampton,10900,"Allentown-Bethlehem-Easton, PA-NJ",57114,107204,6122846431,35620,36,False,116866,0.489,red
51087,Henrico,40060,"Richmond, VA",68646,166762,11447505963,47900,52,False,112038,0.613,red
53077,Yakima,49420,"Yakima, WA",47130,97671,4603229426,42660,13,False,124238,0.379,red
4007,Gila,37740,"Payson, AZ",52061,9679,503905983,38060,7,False,70067,0.743,red
8043,Fremont,15860,"Ca▒on City, CO",44791,8949,400833695,19740,18,False,97862,0.458,red
12069,Lake,36740,"Orlando-Kissimmee-Sanford, FL",50031,102458,5126084117,36740,12,False,64662,0.774,red
13219,Oconee,12020,"Athens-Clarke County, GA",48428,13022,630625721,12060,54,False,91878,0.527,red
45055,Kershaw,17900,"Columbia, SC",45970,15194,698490970,16740,33,False,85620,0.537,red
